date,sentiment_score,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price,gold_price_after_1_day
2015-01-02,-0.4019,91.08,52.69,2.114,0.12,1.71,1186.2,1204.0
2015-01-05,0.4404,91.38,50.04,2.034,0.12,1.64,1204.0,1219.4
2015-01-07,-0.5106,91.89,48.65,1.969,0.12,1.57,1210.7,1208.5
2015-01-09,0.0,91.94,48.36,1.95,0.12,1.62,1216.1,1232.8
2015-01-12,0.0,91.98,46.07,1.909,0.12,1.57,1232.8,1234.4
2015-01-16,0.0,92.52,48.69,1.831,0.13,1.6,1276.9,1294.2
2015-01-21,-0.6249,92.9,47.78,1.875,0.12,1.61,1293.7,1300.7
2015-01-23,0.7351,94.76,45.59,1.789,0.12,1.6,1292.6,1279.4
2015-01-27,0.0,94.02,46.23,1.828,0.11,1.66,1291.7,1285.9
2015-01-29,0.3981,94.78,44.53,1.756,0.11,1.62,1255.9,1279.2
2015-01-30,0.5106,94.8,48.24,1.639,0.06,1.65,1279.2,1276.9
2015-02-02,0.3818,94.5,49.57,1.674,0.12,1.65,1276.9,1260.3
2015-02-03,-0.25,93.6,53.05,1.798,0.12,1.7,1260.3,1264.5
2015-02-04,-0.69245,93.99,48.45,1.747,0.11,1.71,1264.5,1262.7
2015-02-05,-0.8402,93.57,50.48,1.817,0.12,1.7,1262.7,1234.6
2015-02-06,-0.25,95.85,51.69,1.958,0.11,1.71,1234.6,1241.5
2015-02-10,0.15595,94.76,50.02,2.004,0.12,1.7,1232.2,1219.6
2015-02-11,-0.2553,94.98,48.84,2.021,0.12,1.68,1219.6,1220.7
2015-02-12,0.0,94.09,51.21,1.988,0.12,1.66,1220.7,1227.1
2015-02-18,0.1366,94.2,52.14,2.085,0.12,1.71,1200.2,1207.6
2015-02-23,0.0,94.57,49.45,2.061,0.11,1.72,1200.8,1197.3
2015-02-27,0.29235,95.32,49.76,1.996,0.06,1.83,1213.1,1208.2
2015-03-02,0.125,95.46,49.59,2.089,0.12,1.83,1208.2,1204.4
2015-03-03,0.2023,95.38,50.52,2.122,0.12,1.86,1204.4,1200.9
2015-03-06,0.0,97.61,49.61,2.247,0.12,1.83,1164.3,1166.5
2015-03-16,0.0,99.6,43.88,2.074,0.12,1.65,1153.2,1148.2
2015-03-20,0.31245,97.91,45.72,1.932,0.12,1.76,1184.6,1187.7
2015-03-24,0.46655,97.19,47.51,1.873,0.11,1.77,1191.4,1197.0
2015-03-25,0.0,96.98,49.21,1.927,0.12,1.81,1197.0,1204.8
2015-03-26,0.20095,97.44,51.43,1.996,0.11,1.8,1204.8,1199.8
2015-03-27,0.2023,97.29,48.87,1.96,0.12,1.76,1199.8,1185.3
2015-03-30,-0.148,97.97,48.68,1.953,0.12,1.73,1185.3,1183.2
2015-03-31,0.4404,98.36,47.6,1.927,0.06,1.76,1183.2,1208.2
2015-04-07,-0.07655,97.83,53.98,1.887,0.12,1.85,1210.6,1203.1
2015-04-13,0.0,99.49,51.91,1.93,0.13,1.8,1199.3,1192.6
2015-04-16,-0.4549,97.42,56.71,1.895,0.13,1.85,1198.0,1203.1
2015-04-24,0.0,96.92,57.15,1.914,0.13,1.89,1175.0,1203.2
2015-04-27,-0.6908,96.77,56.99,1.926,0.13,1.91,1203.2,1213.9
2015-04-28,0.3818,96.09,57.06,2.003,0.13,1.89,1213.9,1210.0
2015-04-29,0.1027,95.21,58.58,2.046,0.13,1.92,1210.0,1182.4
2015-05-04,0.0,95.48,58.93,2.146,0.13,1.92,1186.8,1193.2
2015-05-05,-0.36605,95.08,60.4,2.182,0.13,1.94,1193.2,1190.3
2015-05-08,-0.6428,94.79,59.39,2.142,0.13,1.88,1188.9,1183.0
2015-05-12,-0.765,94.53,60.75,2.247,0.13,1.88,1192.4,1218.2
2015-05-14,0.0,93.46,59.88,2.235,0.13,1.87,1225.2,1225.3
2015-05-15,0.0,93.14,59.69,2.148,0.13,1.83,1225.3,1227.6
2015-05-18,-0.34,94.22,59.43,2.234,0.13,1.86,1227.6,1206.7
2015-05-21,0.5267,95.25,60.72,2.195,0.12,1.84,1204.1,1204.0
2015-05-22,0.0,96.11,59.72,2.215,0.13,1.87,1204.0,1186.9
2015-05-29,0.5267,96.91,60.3,2.123,0.08,1.8,1189.8,1188.7
2015-06-08,0.1027,95.3,58.14,2.382,0.13,1.85,1173.6,1177.6
2015-06-09,0.7579,95.17,60.14,2.442,0.13,1.86,1177.6,1186.6
2015-06-10,0.0,94.65,61.43,2.486,0.13,1.87,1186.6,1180.4
2015-06-11,0.34,94.98,60.77,2.381,0.13,1.83,1180.4,1179.2
2015-06-15,0.128,94.81,59.52,2.36,0.13,1.85,1185.8,1180.9
2015-06-16,0.0516,95.0,59.97,2.309,0.14,1.88,1180.9,1176.8
2015-06-24,0.0,95.26,60.27,2.373,0.13,1.9,1172.9,1171.8
2015-07-02,0.0,96.11,56.93,2.386,0.13,1.91,1163.5,1173.2
2015-07-08,0.0,96.29,51.65,2.197,0.13,1.83,1163.5,1159.2
2015-07-10,0.0,96.03,52.74,2.401,0.13,1.87,1157.9,1155.4
2015-07-13,0.0258,96.86,52.2,2.446,0.13,1.86,1155.4,1153.5
2015-07-14,-0.765,96.64,53.04,2.397,0.13,1.85,1153.5,1147.4
2015-07-16,-0.296,97.67,50.91,2.356,0.14,1.84,1143.9,1131.9
2015-07-20,-0.2732,98.03,50.15,2.38,0.14,1.82,1106.8,1103.5
2015-07-23,-0.27625,97.11,48.45,2.269,0.13,1.79,1094.1,1085.5
2015-07-28,-0.1531,96.77,47.98,2.25,0.14,1.75,1096.2,1092.6
2015-07-31,0.0,97.34,47.12,2.187,0.08,1.74,1095.1,1089.4
2015-08-07,0.0,97.56,43.87,2.166,0.14,1.66,1094.1,1104.1
2015-08-10,0.0,97.16,44.96,2.232,0.14,1.69,1104.1,1107.7
2015-08-12,0.4019,96.26,43.3,2.148,0.15,1.62,1123.6,1115.6
2015-08-13,-0.4939,96.44,42.23,2.189,0.15,1.62,1115.6,1112.7
2015-08-14,0.0,96.52,42.5,2.201,0.14,1.62,1112.7,1118.4
2015-08-17,0.0,96.81,41.87,2.17,0.15,1.58,1118.4,1116.9
2015-08-18,0.0,97.04,42.62,2.192,0.15,1.58,1116.9,1127.9
2015-08-20,0.0,95.98,41.14,2.073,0.15,1.56,1153.2,1159.6
2015-08-21,0.0,95.01,40.45,2.045,0.15,1.53,1159.6,1153.6
2015-08-25,-0.2997,94.53,39.31,2.078,0.15,1.53,1138.3,1124.6
2015-08-26,-0.27475,95.1,38.6,2.18,0.14,1.53,1124.6,1122.6
2015-09-04,-0.6369,96.23,46.05,2.131,0.14,1.51,1121.4,1121.0
2015-09-10,0.0,95.46,45.92,2.227,0.14,1.59,1109.3,1103.3
2015-09-15,0.0,95.61,44.59,2.292,0.14,1.56,1102.6,1119.0
2015-09-16,0.0,95.42,47.15,2.296,0.14,1.57,1119.0,1117.0
2015-10-08,0.4767,95.32,49.43,2.102,0.13,1.58,1144.3,1155.9
2015-10-15,0.0,94.37,46.38,2.019,0.13,1.5,1187.5,1183.1
2015-10-20,0.0,94.91,45.55,2.069,0.13,1.48,1177.5,1167.1
2015-10-22,-0.4404,96.38,45.38,2.028,0.12,1.47,1166.1,1162.8
2015-10-23,0.0,97.13,44.6,2.087,0.12,1.51,1162.8,1166.2
2015-10-28,0.5106,97.78,45.94,2.101,0.12,1.47,1176.1,1147.3
2015-11-03,0.0,97.16,47.9,2.218,0.12,1.58,1114.1,1106.2
2015-11-16,0.0,99.44,41.74,2.271,0.13,1.51,1083.6,1068.6
2015-11-20,-0.1591,99.56,40.39,2.264,0.12,1.6,1076.3,1066.8
2015-11-23,-0.5267,99.8,41.75,2.243,0.12,1.61,1066.8,1073.8
2015-11-24,0.0,99.53,42.87,2.239,0.12,1.62,1073.8,1070.0
2015-11-30,0.20095,100.17,41.65,2.208,0.08,1.59,1065.3,1063.5
2015-12-01,-0.7096,99.8,41.85,2.145,0.13,1.57,1063.5,1053.8
2015-12-02,0.6124,99.99,39.94,2.178,0.13,1.56,1053.8,1061.2
2015-12-07,0.0,98.66,37.65,2.236,0.13,1.56,1075.2,1075.3
2015-12-14,0.0,97.6,36.31,2.225,0.15,1.45,1063.4,1061.6
2015-12-16,0.4588,97.87,35.52,2.298,0.15,1.46,1076.8,1049.6
2015-12-21,0.0,98.36,34.74,2.195,0.36,1.45,1080.6,1074.1
2015-12-31,-0.31245,98.63,37.04,2.269,0.2,1.54,1060.2,1076.25
2016-01-04,0.0801,98.87,36.76,2.243,0.36,1.55,1075.2,1078.4
2016-01-05,0.1664,99.4,35.97,2.239,0.36,1.56,1078.4,1091.9
2016-01-06,0.1077,99.18,33.97,2.17,0.36,1.53,1091.9,1107.8
2016-01-07,0.1339666666666666,98.22,33.27,2.149,0.36,1.5,1107.8,1097.9
2016-01-11,0.0,98.72,31.41,2.175,0.36,1.45,1096.2,1085.2
2016-01-15,0.190875,98.96,29.42,2.037,0.36,1.36,1090.7,1089.1
2016-01-21,-0.0839999999999999,99.06,29.53,2.028,0.37,1.28,1098.2,1096.3
2016-01-22,-0.5106,99.57,32.19,2.057,0.38,1.35,1096.3,1105.3
2016-01-26,0.1427999999999999,99.36,31.45,2.003,0.38,1.36,1120.2,1115.8
2016-02-04,0.2294,96.47,31.72,1.846,0.38,1.36,1157.5,1157.7
2016-02-05,-0.2326333333333333,97.03,30.89,1.843,0.38,1.33,1157.7,1197.9
2016-02-12,-0.5994,95.94,29.44,1.746,0.38,1.25,1239.4,1208.2
2016-02-19,0.0,96.6,29.64,1.743,0.38,1.26,1230.8,1210.1
2016-02-25,0.0,97.29,33.07,1.714,0.37,1.39,1238.8,1220.4
2016-02-29,0.0,98.21,33.75,1.738,0.29,1.42,1234.4,1230.8
2016-03-07,0.0,97.07,37.9,1.904,0.36,1.48,1264.0,1262.9
2016-03-10,0.0161666666666666,96.07,37.84,1.936,0.36,1.48,1272.8,1259.4
2016-03-15,0.0,96.63,36.34,1.968,0.37,1.5,1231.0,1229.8
2016-03-16,0.0,95.89,38.46,1.913,0.37,1.58,1229.8,1265.0
2016-03-17,-0.0966499999999999,94.76,40.2,1.898,0.37,1.57,1265.0,1254.3
2016-03-22,0.0,95.65,41.45,1.944,0.37,1.63,1248.6,1224.0
2016-03-24,-0.5574,96.14,39.46,1.9,0.37,1.57,1221.6,1226.3
2016-03-29,0.2553,95.16,38.28,1.804,0.37,1.61,1235.8,1228.6
2016-03-31,-0.296,94.59,38.34,1.77,0.25,1.62,1235.6,1223.5
2016-04-01,-0.28595,94.62,36.79,1.774,0.37,1.62,1223.5,1219.3
2016-04-06,0.10115,94.43,37.75,1.758,0.37,1.59,1223.8,1237.5
2016-04-07,0.0,94.48,37.26,1.687,0.37,1.58,1237.5,1243.8
2016-04-08,0.0,94.23,39.72,1.717,0.37,1.58,1243.8,1258.0
2016-04-12,0.064,93.96,42.17,1.776,0.37,1.57,1260.9,1248.3
2016-04-15,-0.1806,94.7,40.36,1.753,0.37,1.56,1234.6,1235.0
2016-04-20,0.4588,94.49,42.63,1.845,0.37,1.62,1254.4,1250.3
2016-04-22,-0.2294,95.12,43.73,1.891,0.37,1.64,1230.0,1240.2
2016-04-28,0.00645,93.76,46.03,1.824,0.37,1.72,1266.4,1290.5
2016-04-29,0.4019,93.08,45.92,1.835,0.3,1.71,1290.5,1295.8
2016-05-05,0.35645,93.78,44.32,1.742,0.37,1.63,1272.3,1294.0
2016-05-06,0.0,93.89,44.66,1.779,0.37,1.61,1294.0,1266.6
2016-05-10,0.5719,94.29,44.66,1.754,0.37,1.62,1264.8,1275.5
2016-05-18,0.0,95.08,48.19,1.859,0.37,1.61,1274.4,1254.8
2016-05-19,0.296,95.29,48.16,1.847,0.37,1.56,1254.8,1252.9
2016-05-20,0.0,95.33,47.75,1.844,0.37,1.56,1252.9,1251.5
2016-05-25,0.0,95.35,49.56,1.872,0.37,1.58,1223.8,1220.4
2016-06-03,0.0,94.03,48.62,1.702,0.37,1.52,1242.9,1247.4
2016-06-06,0.0,93.9,49.69,1.737,0.37,1.54,1247.4,1247.0
2016-06-14,0.0,94.93,48.49,1.613,0.37,1.45,1288.1,1288.3
2016-06-16,-0.4767,94.57,46.21,1.579,0.38,1.42,1298.4,1294.8
2016-06-17,0.5574,94.21,47.98,1.611,0.38,1.42,1294.8,1292.1
2016-06-23,0.0,93.53,50.11,1.744,0.39,1.5,1263.1,1322.4
2016-06-28,0.0,96.25,47.85,1.465,0.41,1.37,1317.9,1326.9
2016-07-11,-0.1806,96.57,44.76,1.43,0.4,1.42,1356.6,1335.3
2016-07-12,0.5267,96.44,46.8,1.507,0.4,1.46,1335.3,1343.6
2016-07-15,0.10115,96.58,45.95,1.558,0.4,1.49,1327.4,1329.3
2016-07-20,-0.4767,97.2,44.94,1.58,0.4,1.46,1319.3,1331.0
2016-07-22,0.0,97.47,44.19,1.566,0.4,1.51,1323.4,1319.5
2016-07-25,0.0,97.29,43.13,1.575,0.4,1.5,1319.5,1320.8
2016-07-29,0.1027,95.53,41.6,1.45,0.3,1.49,1357.5,1359.6
2016-08-03,-0.2732,95.56,40.83,1.545,0.4,1.46,1364.7,1367.4
2016-08-08,0.0,96.4,43.02,1.592,0.4,1.51,1341.3,1346.7
2016-08-15,-0.34,95.63,45.74,1.558,0.4,1.45,1347.5,1356.9
2016-08-17,0.17,94.72,46.79,1.549,0.4,1.47,1348.8,1357.2
2016-08-19,0.0,94.51,48.52,1.58,0.4,1.48,1346.2,1343.4
2016-08-22,0.46295,94.52,47.05,1.544,0.4,1.47,1343.4,1346.1
2016-08-29,-0.4939,95.58,46.98,1.563,0.4,1.46,1327.1,1316.5
2016-08-30,0.0,96.05,46.35,1.57,0.4,1.46,1316.5,1311.4
2016-09-14,0.0,95.33,43.58,1.698,0.4,1.49,1326.1,1318.0
2016-09-22,0.0,95.45,46.32,1.618,0.4,1.55,1344.7,1341.7
2016-09-23,0.8957,95.48,44.48,1.62,0.4,1.57,1341.7,1344.1
2016-09-27,0.24695,95.44,44.67,1.56,0.4,1.52,1330.4,1323.7
2016-09-29,0.0,95.53,47.83,1.558,0.4,1.54,1326.0,1317.1
2016-09-30,0.0,95.46,48.24,1.598,0.29,1.6,1317.1,1312.7
2016-10-05,0.48385,96.12,49.83,1.706,0.4,1.62,1268.6,1253.0
2016-10-07,0.0,96.63,49.81,1.723,0.4,1.63,1251.9,1260.4
2016-10-11,0.1187,97.69,50.79,1.767,0.41,1.64,1255.9,1253.8
2016-10-21,0.2023,98.69,50.85,1.736,0.41,1.67,1267.7,1263.7
2016-10-28,0.0,98.35,48.7,1.849,0.41,1.73,1276.8,1273.1
2016-11-02,-0.1646,97.4,45.34,1.801,0.41,1.7,1308.2,1303.3
2016-11-03,0.11315,97.16,44.66,1.81,0.41,1.68,1303.3,1304.5
2016-11-07,0.128,97.78,44.89,1.828,0.41,1.71,1279.4,1274.5
2016-11-08,0.0,97.86,44.98,1.858,0.41,1.73,1274.5,1273.5
2016-11-09,-0.1523,98.5,45.27,2.068,0.41,1.82,1273.5,1266.4
2016-11-16,-0.2732,100.41,45.57,2.214,0.41,1.83,1223.9,1216.9
2016-11-17,-0.1223499999999999,100.89,45.42,2.297,0.41,1.87,1216.9,1208.7
2016-11-18,0.0,101.21,45.69,2.348,0.41,1.9,1208.7,1209.8
2016-11-29,0.128,100.93,45.23,2.293,0.41,1.86,1190.8,1173.9
2016-12-01,0.0,101.04,51.06,2.454,0.41,1.97,1169.4,1177.8
2016-12-05,0.0,100.09,51.79,2.401,0.41,1.94,1176.5,1170.1
2016-12-06,0.0,100.49,50.93,2.392,0.41,1.95,1170.1,1177.5
2016-12-07,-0.2732,100.23,49.77,2.344,0.41,1.92,1177.5,1172.4
2016-12-09,0.0,101.59,51.5,2.466,0.41,1.96,1161.9,1165.8
2016-12-12,0.0,101.03,52.83,2.477,0.41,1.98,1165.8,1159.0
2016-12-20,-0.1531,103.29,52.23,2.56,0.66,1.9,1133.6,1133.2
2017-01-05,-0.4404,101.52,53.76,2.348,0.66,1.95,1181.3,1173.4
2017-01-09,0.6808,101.93,51.96,2.368,0.66,1.95,1184.9,1185.5
2017-01-10,0.1326,102.01,50.82,2.378,0.66,1.95,1185.5,1196.6
2017-01-13,0.0,101.18,52.37,2.398,0.66,1.99,1196.2,1212.9
2017-01-18,0.5106,100.93,51.08,2.428,0.66,2.0,1212.1,1201.5
2017-01-23,-0.29295,100.16,52.75,2.401,0.66,2.02,1215.6,1210.8
2017-01-24,0.0,100.35,53.18,2.465,0.66,2.06,1210.8,1197.8
2017-01-25,0.1909,100.03,52.75,2.515,0.66,2.08,1197.8,1189.8
2017-01-27,0.0,100.53,53.17,2.486,0.66,2.08,1188.4,1196.0
2017-01-30,-0.6124,100.43,52.63,2.49,0.66,2.07,1196.0,1211.4
2017-01-31,0.13255,99.51,52.81,2.466,0.56,2.05,1211.4,1208.3
2017-02-03,-0.2732,99.87,53.83,2.467,0.66,2.05,1220.8,1232.1
2017-02-06,-0.0857,99.91,53.01,2.417,0.66,2.02,1232.1,1236.1
2017-02-07,0.0,100.26,52.17,2.397,0.66,2.0,1236.1,1239.5
2017-02-13,0.2023,100.96,52.93,2.436,0.66,2.0,1225.8,1225.4
2017-02-15,-0.34,101.18,53.11,2.497,0.66,2.06,1233.1,1241.6
2017-02-17,0.0,100.95,53.4,2.42,0.66,2.01,1239.1,1238.9
2017-02-24,-0.0287666666666666,101.09,53.99,2.315,0.66,2.0,1258.3,1258.8
2017-02-27,0.26335,101.13,54.05,2.367,0.66,2.01,1258.8,1253.9
2017-02-28,-0.5719,101.12,54.01,2.397,0.57,2.02,1253.9,1250.0
2017-03-02,0.34,102.2,52.61,2.481,0.66,2.01,1232.9,1226.5
2017-03-03,0.0,101.54,53.33,2.482,0.66,2.04,1226.5,1225.5
2017-03-06,-0.0229999999999999,101.64,53.2,2.494,0.66,2.01,1225.5,1216.1
2017-03-07,0.5106,101.81,53.14,2.518,0.66,2.03,1216.1,1209.4
2017-03-09,0.0,101.85,49.28,2.609,0.66,2.0,1203.2,1201.4
2017-03-10,0.5859,101.25,48.49,2.575,0.66,2.01,1201.4,1203.1
2017-03-14,0.0,101.7,47.72,2.602,0.66,1.99,1202.6,1200.7
2017-03-15,0.0,100.74,48.86,2.5,0.66,2.01,1200.7,1227.1
2017-03-16,0.1389333333333333,100.36,48.75,2.537,0.91,2.02,1227.1,1230.2
2017-03-17,-0.189,100.3,48.78,2.5,0.91,2.01,1230.2,1234.0
2017-03-20,0.0,100.41,48.22,2.463,0.91,2.0,1234.0,1246.5
2017-03-21,0.07415,99.81,47.34,2.416,0.91,1.98,1246.5,1249.7
2017-03-29,0.0,100.0,49.51,2.38,0.91,1.98,1253.7,1248.0
2017-04-07,0.02775,101.18,52.24,2.382,0.91,1.94,1257.3,1253.9
2017-04-21,-0.2732,99.98,49.62,2.246,0.91,1.84,1289.1,1277.5
2017-04-24,0.0,99.09,49.23,2.273,0.91,1.87,1277.5,1270.6
2017-05-09,-0.5028,99.66,46.27,2.398,0.91,1.86,1219.6,1222.4
2017-05-11,-0.4019,99.62,48.2,2.393,0.91,1.88,1227.7,1231.1
2017-05-15,-0.3182,98.91,49.16,2.343,0.91,1.82,1233.4,1239.7
2017-05-16,0.0,98.11,49.0,2.326,0.91,1.82,1239.7,1262.0
2017-05-17,0.2023,97.58,49.41,2.223,0.91,1.78,1262.0,1256.1
2017-05-19,-0.0258,97.14,50.67,2.235,0.91,1.82,1256.8,1264.8
2017-05-22,-0.4404,96.98,51.13,2.252,0.91,1.82,1264.8,1258.9
2017-05-30,0.34,97.28,49.91,2.208,0.91,1.81,1269.3,1279.0
2017-06-05,-0.2649666666666666,96.8,47.4,2.183,0.91,1.79,1286.3,1301.1
2017-06-06,0.0086,96.64,48.19,2.145,0.91,1.77,1301.1,1293.2
2017-06-07,0.2511666666666667,96.75,45.72,2.176,0.91,1.78,1293.2,1279.5
2017-06-13,0.0,96.97,46.67,2.211,0.91,1.75,1268.6,1275.9
2017-06-15,0.34,97.43,44.68,2.164,1.16,1.67,1254.6,1256.5
2017-06-19,0.2584,97.55,44.43,2.191,1.16,1.67,1246.7,1243.5
2017-06-22,0.0861333333333333,97.59,42.97,2.148,1.16,1.69,1249.4,1256.4
2017-06-29,-0.2732,95.63,44.93,2.267,1.16,1.72,1247.6,1244.1
2017-07-10,-0.4588,96.02,44.4,2.373,1.16,1.72,1214.9,1216.4
2017-07-13,0.0,95.73,46.08,2.348,1.16,1.77,1218.9,1229.1
2017-08-08,0.4215,93.65,49.17,2.262,1.16,1.83,1259.3,1276.0
2017-08-14,-0.1243999999999999,93.41,47.59,2.224,1.16,1.77,1287.0,1276.3
2017-08-15,0.0,93.85,47.55,2.273,1.16,1.78,1276.3,1279.5
2017-08-18,-0.18795,93.43,48.51,2.197,1.16,1.76,1288.3,1293.3
2017-08-21,-0.4116999999999999,93.09,47.37,2.183,1.16,1.75,1293.3,1287.6
2017-08-25,0.0,92.74,47.87,2.169,1.16,1.75,1294.5,1311.8
2017-08-29,-0.4019,92.25,46.44,2.129,1.16,1.74,1315.3,1312.3
2017-08-31,-0.296,92.67,47.23,2.121,1.07,1.76,1320.4,1328.5
2017-09-01,0.4019,92.81,47.29,2.166,1.16,1.79,1328.5,1344.5
2017-09-06,-0.4404,92.29,49.16,2.106,1.16,1.78,1337.1,1348.4
2017-09-07,-0.7184,91.66,49.09,2.042,1.16,1.79,1348.4,1349.1
2017-09-08,0.0,91.35,47.48,2.054,1.16,1.81,1349.1,1333.2
2017-09-11,-0.6124,91.9,48.07,2.134,1.16,1.83,1333.2,1330.5
2017-09-12,0.0966499999999999,91.88,48.23,2.167,1.16,1.84,1330.5,1325.6
2017-09-14,0.20095,92.12,49.89,2.187,1.16,1.85,1326.9,1322.9
2017-09-18,0.0,92.05,49.91,2.234,1.16,1.87,1308.3,1308.2
2017-10-02,0.2023,93.56,50.58,2.341,1.16,1.83,1275.8,1274.6
2017-10-04,0.0,93.46,49.98,2.323,1.16,1.85,1276.8,1273.2
2017-10-05,0.34,93.96,50.79,2.348,1.16,1.86,1273.2,1274.9
2017-10-12,0.0,93.06,50.6,2.321,1.16,1.89,1296.5,1304.6
2017-10-17,0.5106,93.51,51.88,2.302,1.16,1.82,1286.2,1283.0
2017-10-18,0.0,93.36,52.04,2.345,1.16,1.84,1283.0,1290.0
2017-10-19,-0.296,93.16,51.29,2.318,1.16,1.84,1290.0,1280.5
2017-10-23,-0.296,93.94,51.9,2.37,1.16,1.86,1280.9,1278.3
2017-10-27,0.3875,94.92,53.9,2.415,1.16,1.88,1271.8,1279.8
2017-10-30,0.09,94.56,54.15,2.37,1.16,1.87,1279.8,1272.4
2017-11-01,0.2732,94.81,54.3,2.372,1.16,1.88,1279.2,1279.8
2017-11-03,0.0,94.94,55.64,2.332,1.16,1.86,1270.8,1283.3
2017-11-07,0.0,94.91,57.2,2.316,1.16,1.88,1277.5,1285.4
2017-11-10,0.1531,94.39,56.74,2.402,1.16,1.88,1275.9,1280.6
2017-11-13,-0.7227,94.49,56.76,2.407,1.16,1.88,1280.6,1284.6
2017-11-17,-0.23565,93.66,56.55,2.345,1.16,1.86,1298.2,1277.1
2017-11-20,0.0,94.08,56.09,2.368,1.16,1.85,1277.1,1283.5
2017-11-21,0.3612,93.95,56.83,2.358,1.16,1.84,1283.5,1294.1
2017-12-04,0.0,93.19,57.47,2.372,1.16,1.87,1277.7,1264.9
2017-12-06,0.0,93.61,55.96,2.34,1.16,1.86,1266.1,1253.1
2017-12-08,0.0,93.9,57.36,2.378,1.16,1.88,1248.4,1246.9
2017-12-12,-0.3919,94.1,57.14,2.403,1.17,1.89,1241.7,1248.6
2017-12-13,0.0258,93.43,56.6,2.348,1.17,1.88,1248.6,1257.1
2017-12-15,-0.0516,93.93,57.3,2.351,1.41,1.88,1257.5,1265.5
2017-12-18,0.6757,93.69,57.16,2.394,1.42,1.89,1265.5,1264.2
2017-12-20,0.0,93.31,58.09,2.497,1.42,1.92,1269.6,1270.6
2017-12-26,-0.5267,93.26,59.97,2.474,1.42,1.94,1287.5,1291.4
2017-12-28,-0.6908,92.6,59.84,2.434,1.42,1.96,1299.5,1311.4
2017-12-29,-0.8591,92.12,60.42,2.405,1.33,1.96,1311.4,1316.1
2018-01-02,-0.6124,91.87,60.37,2.461,1.42,2.0,1318.3,1320.8
2018-01-09,-0.2023,92.53,62.96,2.551,1.42,2.03,1315.9,1321.6
2018-01-10,-0.4588,92.33,63.57,2.559,1.42,2.03,1321.6,1324.7
2018-01-16,0.0258,90.39,63.73,2.539,1.42,2.03,1339.3,1341.4
2018-01-18,-0.5423,90.5,63.95,2.624,1.42,2.05,1329.5,1335.3
2018-01-19,0.0,90.57,63.37,2.661,1.42,2.06,1335.3,1334.3
2018-01-22,0.0,90.4,63.49,2.656,1.42,2.06,1334.3,1339.0
2018-01-25,0.0,89.39,65.51,2.624,1.42,2.07,1365.2,1354.4
2018-01-26,0.128,89.07,66.14,2.66,1.42,2.09,1354.4,1342.2
2018-02-08,0.2732,90.23,61.15,2.828,1.42,2.09,1319.0,1315.7
2018-02-20,0.2023,89.72,61.9,2.891,1.42,2.1,1331.2,1332.1
2018-02-23,0.2732,89.88,63.55,2.866,1.42,2.12,1330.3,1332.8
2018-03-05,0.2037999999999999,90.08,62.57,2.883,1.42,2.13,1322.6,1337.9
2018-03-09,0.0999,90.09,62.04,2.896,1.42,2.12,1326.7,1323.5
2018-03-19,0.0833333333333333,89.77,62.06,2.855,1.43,2.08,1320.3,1314.5
2018-03-21,0.0,89.78,65.17,2.881,1.44,2.09,1324.0,1329.8
2018-03-28,0.7783,90.06,64.38,2.783,1.68,2.05,1330.0,1327.3
2018-03-29,0.0,90.15,64.94,2.741,1.68,2.05,1327.3,1332.3
2018-04-02,0.0516,90.05,63.01,2.733,1.68,2.05,1346.9,1337.3
2018-04-10,0.3182,89.59,65.51,2.801,1.69,2.08,1345.9,1360.0
2018-04-11,-0.1779,89.57,66.82,2.779,1.69,2.11,1360.0,1341.9
2018-04-13,-0.32735,89.8,67.39,2.825,1.69,2.13,1347.9,1350.7
2018-04-16,0.0061,89.42,66.22,2.829,1.69,2.12,1350.7,1349.5
2018-05-17,-0.3427,93.47,71.49,3.115,1.7,2.16,1292.4,1294.1
