date,sentiment_score,gold_price,gold_price_after_1_day
2023-05-10,-0.1426599999999999,2047.0,2030.4
2023-05-11,-0.0096142857142857,2030.4,2029.7
2023-05-12,-0.1535142857142857,2029.7,2032.6
2023-05-15,-0.1922777777777777,2032.6,2002.8
2023-05-16,-0.0910666666666666,2002.8,1994.6
2023-05-17,-0.0563499999999999,1994.6,1969.4
2023-05-18,-0.0769714285714285,1969.4,1991.2
2023-05-19,-0.0403199999999999,1991.2,1986.7
2023-05-22,-0.364325,1986.7,1984.0
2023-05-23,-0.07555,1984.0,1974.1
2023-05-24,0.2837333333333333,1974.1,1953.2
2023-05-25,0.0412428571428571,1953.2,1954.0
2023-05-26,0.1191444444444444,1954.0,1977.1
2023-05-29,0.0,1977.1,1977.1
2023-05-30,0.0245,1977.1,1982.1
2023-05-31,0.19494,1982.1,1995.5
2023-06-01,-0.14985,1995.5,1969.6
2023-06-02,0.26976,1969.6,1974.3
2023-06-05,-0.22624,1974.3,1981.5
2023-06-06,0.2835333333333333,1981.5,1958.4
2023-06-07,-0.1338,1958.4,1978.6
2023-06-08,0.43335,1978.6,1977.2
2023-06-09,0.1996666666666666,1977.2,1969.7
2023-06-12,-0.10115,1969.7,1958.6
2023-06-13,-0.14245,1958.6,1968.9
2023-06-14,0.12655,1968.9,1970.7
2023-06-15,0.01104,1970.7,1971.2
2023-06-16,-0.1322375,1971.2,1947.7
2023-06-21,0.26025,1944.9,1923.7
2023-06-22,-0.2023,1923.7,1929.6
2023-06-23,-0.38354,1929.6,1933.8
2023-06-26,-0.2535111111111111,1933.8,1923.8
2023-06-27,-0.12118,1923.8,1922.2
2023-06-28,0.0603555555555555,1922.2,1926.6
2023-06-29,0.1558666666666666,1926.6,1938.3
2023-06-30,-0.1743,1938.3,1938.7
2023-07-03,-0.3818,1938.7,1927.1
2023-07-05,-0.0727799999999999,1936.4,1924.8
2023-07-06,0.0144142857142857,1924.8,1941.9
2023-07-07,-0.1210499999999999,1941.9,1940.4
2023-07-10,-0.1114799999999999,1940.4,1946.7
2023-07-11,-0.0065,1946.7,1971.4
2023-07-12,0.1336599999999999,1971.4,1973.4
2023-07-13,0.0469428571428571,1973.4,1974.0
2023-07-14,0.2855,1974.0,1966.0
2023-07-17,-0.1159333333333333,1966.0,1990.3
2023-07-18,0.1710833333333333,1990.3,1990.3
2023-07-19,0.0,1990.3,1980.5
2023-07-20,-0.0464714285714285,1980.5,1976.2
2023-07-21,0.09935,1976.2,1971.9
2023-07-24,0.1393,1971.9,1973.4
2023-07-25,0.05135,1973.4,1979.9
2023-07-26,0.2390333333333333,1979.9,1955.5
2023-07-27,0.1079666666666666,1955.5,1980.0
2023-07-28,0.2616,1980.0,1989.3
2023-07-31,0.1296,1989.3,1959.2
2023-08-01,-0.2089666666666666,1959.2,1955.5
2023-08-02,0.5394333333333333,1955.5,1949.4
2023-08-03,0.1662142857142857,1949.4,1956.6
2023-08-04,-0.16594,1956.6,1950.5
2023-08-07,-0.2454666666666666,1950.5,1940.5
2023-08-08,0.09535,1940.5,1931.5
2023-08-09,0.2526333333333333,1931.5,1930.0
2023-08-10,-0.3696,1930.0,1927.7
2023-08-11,-0.230225,1927.7,1925.2
2023-08-14,0.06575,1925.2,1916.5
2023-08-15,0.0164777777777777,1916.5,1909.8
2023-08-16,0.2583875,1909.8,1896.7
2023-08-17,0.0325111111111111,1896.7,1898.1
2023-08-18,-0.0212933333333333,1898.1,1905.1
2023-08-21,-0.0300538461538461,1905.1,1908.1
2023-08-22,-0.0054624999999999,1908.1,1929.9
2023-08-23,0.2644375,1929.9,1928.5
2023-08-24,0.0443071428571428,1928.5,1921.3
2023-08-25,0.0725153846153846,1921.3,1927.9
2023-08-28,-0.0228666666666666,1927.9,1946.1
2023-08-29,0.0879833333333333,1946.1,1963.7
2023-08-30,-0.0517857142857143,1963.7,1956.6
2023-08-31,-0.1209833333333333,1956.6,1957.8
2023-09-01,0.267675,1957.8,1952.6
2023-09-04,-0.1802333333333333,1952.6,1943.5
2023-09-05,0.050575,1943.5,1935.0
2023-09-06,-0.0164466666666666,1935.0,1933.3
2023-09-07,-0.0017692307692307,1933.3,1933.7
2023-09-08,-0.1244533333333333,1933.7,1938.2
2023-09-11,0.0885666666666666,1938.2,1926.1
2023-09-12,-0.16798,1926.1,1923.5
2023-09-13,0.0057,1923.5,1923.7
2023-09-14,-0.0461,1923.7,1937.0
2023-09-15,0.11025,1937.0,1944.3
2023-09-18,0.06312,1944.3,1944.5
2023-09-19,-0.0063090909090909,1944.5,1958.0
2023-09-20,0.024,1958.0,1930.4
2023-09-21,0.0140384615384615,1930.4,1936.3
2023-09-22,0.1383636363636363,1936.3,1927.4
2023-09-25,-0.1784692307692307,1927.4,1910.7
2023-09-26,-0.2494714285714285,1910.7,1881.7
2023-09-27,-0.1110368421052631,1881.7,1878.6
2023-09-28,0.117490909090909,1878.6,1866.1
2023-09-29,-0.0209307692307692,1866.1,1847.2
2023-10-02,-0.0030230769230769,1847.2,1841.5
2023-10-03,-0.0155466666666666,1841.5,1834.8
2023-10-04,0.0242136363636363,1834.8,1831.8
2023-10-05,0.0380318181818181,1831.8,1845.2
2023-10-06,0.0296454545454545,1845.2,1864.3
2023-10-09,-0.1856777777777777,1864.3,1875.3
2023-10-10,-0.06272,1875.3,1887.3
2023-10-11,0.0549727272727272,1887.3,1883.0
2023-10-12,0.04656,1883.0,1941.5
2023-10-13,-0.2115,1941.5,1934.3
2023-10-16,0.0585181818181818,1934.3,1935.7
2023-10-17,-0.0384266666666666,1935.7,1968.3
2023-10-18,0.0368928571428571,1968.3,1980.5
2023-10-19,0.0286454545454545,1980.5,1994.4
2023-10-20,0.0862421052631579,1994.4,1987.8
2023-10-23,-0.0466578947368421,1987.8,1986.1
2023-10-24,-0.0030428571428571,1986.1,1994.9
2023-10-25,0.1384277777777777,1994.9,1997.4
2023-10-26,-0.0632315789473684,1997.4,1998.5
2023-10-27,0.0181,1998.5,2015.0
2023-10-30,-0.0032454545454545,2015.0,2004.6
2023-10-31,-0.05056,2004.6,1997.8
2023-11-01,0.034025,1997.8,2003.9
2023-11-02,0.0662176470588235,2003.9,2009.7
2023-11-03,0.103985,2009.7,1999.3
2023-11-06,0.0551615384615384,1999.3,1984.1
2023-11-07,-0.0500761904761904,1984.1,1968.3
2023-11-08,0.1166705882352941,1968.3,1980.3
2023-11-09,0.0345826086956521,1980.3,1948.0
2023-11-10,-0.0084,1948.0,1960.6
2023-11-13,0.0636466666666666,1960.6,1977.0
2023-11-14,0.0118434782608695,1977.0,1974.7
2023-11-15,-0.0752571428571428,1974.7,1997.7
2023-11-16,0.0905749999999999,1997.7,1995.1
2023-11-17,0.0165461538461538,1995.1,1990.7
2023-11-20,0.0229294117647058,1990.7,2012.0
2023-11-21,0.27320625,2012.0,2003.4
2023-11-22,0.0380125,2003.4,2003.0
2023-11-23,0.2299999999999999,2003.0,2013.7
2023-11-24,0.1512272727272727,2013.7,2023.1
2023-11-27,-0.1154571428571428,2023.1,2050.5
2023-11-28,0.16375,2050.5,2067.1
2023-11-29,0.219495652173913,2067.1,2057.2
2023-11-30,0.0714454545454545,2057.2,2089.7
2023-12-01,0.2411,2089.7,2042.2
2023-12-04,0.158835294117647,2042.2,2036.3
2023-12-05,0.1316357142857142,2036.3,2047.9
2023-12-06,0.0302260869565217,2047.9,2046.4
2023-12-07,0.059975,2046.4,2014.5
2023-12-08,0.080485,2014.5,1993.7
2023-12-11,-0.0038727272727272,1993.7,1993.2
2023-12-12,0.040735294117647,1993.2,1997.3
2023-12-13,0.0583437499999999,1997.3,2044.9
2023-12-14,0.15552,2044.9,2035.7
2023-12-15,0.1266739130434782,2035.7,2040.5
2023-12-18,0.0084071428571428,2040.5,2052.1
2023-12-19,0.2549571428571428,2052.1,2047.7
2023-12-20,0.2625454545454545,2047.7,2051.3
2023-12-21,0.0280105263157894,2051.3,2069.1
2023-12-22,0.0907529411764705,2069.1,2081.1
2023-12-26,0.2813857142857143,2069.8,2093.1
2023-12-27,0.1510857142857142,2093.1,2093.1
2023-12-28,0.2540727272727273,2093.1,2081.4
2023-12-29,-0.0015923076923076,2081.4,2066.95
2024-01-02,0.08846,2083.0,2052.5
2024-01-03,0.05155625,2052.5,2059.6
2024-01-04,0.12802,2059.6,2059.7
2024-01-05,0.1791142857142857,2059.7,2043.2
2024-01-08,-0.0160428571428571,2043.2,2042.7
2024-01-09,-0.076775,2042.7,2037.5
2024-01-10,0.2211214285714285,2037.5,2028.9
2024-01-11,0.0595058823529411,2028.9,2061.1
2024-01-12,-0.0218083333333333,2061.1,2030.2
2024-01-15,-0.07032,2030.2,2039.7
2024-01-16,0.1223833333333333,2039.7,2015.9
2024-01-17,-0.0621833333333333,2015.9,2031.1
2024-01-18,0.1018846153846153,2031.1,2038.5
2024-01-19,0.0641470588235294,2038.5,2031.5
2024-01-22,0.2255555555555556,2031.5,2035.2
2024-01-23,0.11985,2035.2,2025.4
2024-01-24,0.01495,2025.4,2027.1
2024-01-25,-0.0761538461538461,2027.1,2026.6
2024-01-26,-0.0284714285714285,2026.6,2034.9
2024-01-29,0.01425,2034.9,2050.9
2024-01-30,-0.0572642857142857,2050.9,2067.4
2024-01-31,0.1780117647058823,2067.4,2071.1
2024-02-01,-0.0921714285714285,2071.1,2053.7
2024-02-02,0.17345,2053.7,2042.9
2024-02-05,-0.1091,2042.9,2051.4
2024-02-06,-0.03448,2051.4,2051.7
2024-02-07,0.1362,2051.7,2047.9
2024-02-08,0.004455,2047.9,2038.7
2024-02-09,-0.1531866666666666,2038.7,2033.0
2024-02-12,-0.09945,2033.0,2007.2
2024-02-13,0.096,2007.2,2004.3
2024-02-14,0.17725,2004.3,2014.9
2024-02-15,0.3277,2014.9,2024.1
2024-02-16,-0.1012176470588235,2024.1,2039.8
2024-02-19,-0.15418,2039.8,2039.8
2024-02-20,-0.0415846153846153,2039.8,2034.3
2024-02-21,0.0592777777777777,2034.3,2030.7
2024-02-22,0.0539833333333333,2030.7,2049.4
2024-02-23,0.1302055555555555,2049.4,2038.9
2024-02-26,0.0574,2038.9,2044.1
2024-02-27,0.0815692307692307,2044.1,2052.4
2024-02-28,0.1504772727272727,2052.4,2064.4
2024-02-29,-0.0853083333333333,2064.4,2105.5
2024-03-01,0.17897,2105.5,2136.2
2024-03-04,0.0771375,2136.2,2151.8
2024-03-05,0.0640849999999999,2151.8,2168.0
2024-03-06,0.13279375,2168.0,2175.0
2024-03-07,-0.0471058823529411,2175.0,2195.3
2024-03-08,0.0681866666666666,2195.3,2198.8
2024-03-11,-0.0095888888888888,2198.8,2176.5
2024-03-12,-0.0172466666666666,2176.5,2191.1
2024-03-13,-0.0117785714285714,2191.1,2177.8
2024-03-14,0.0468555555555555,2177.8,2171.6
2024-03-15,-0.1537111111111111,2171.6,2174.5
2024-03-18,-0.0354222222222222,2174.5,2169.8
2024-03-19,-0.2247444444444444,2169.8,2171.0
2024-03-20,-0.0038333333333333,2171.0,2195.0
2024-03-21,0.09255,2195.0,2170.2
2024-03-22,0.08463125,2170.2,2186.8
2024-03-25,-0.1061999999999999,2186.8,2187.8
2024-03-26,0.1896857142857143,2187.8,2212.7
2024-03-27,-0.0132733333333333,2212.7,2238.4
2024-03-28,0.1685833333333333,2238.4,2260.1000000000004
2024-04-01,0.2291714285714285,2257.1,2281.8
2024-04-02,-0.1263882352941176,2281.8,2315.0
2024-04-03,-0.0908714285714285,2315.0,2308.5
2024-04-04,0.0421444444444444,2308.5,2345.4
2024-04-05,-0.0091722222222222,2345.4,2351.0
2024-04-08,0.2106916666666666,2351.0,2362.4
2024-04-09,-0.2221,2362.4,2348.4
2024-04-10,-0.0400368421052631,2348.4,2372.7
2024-04-11,0.0530879999999999,2372.7,2374.1
2024-04-12,-0.0135869565217391,2374.1,2383.0
2024-04-15,0.0141944444444444,2383.0,2407.8
2024-04-16,0.1107555555555555,2407.8,2388.4
2024-04-17,-0.0750437499999999,2388.4,2398.0
2024-04-18,-0.0467071428571428,2398.0,2413.8
2024-04-19,-0.1040454545454545,2413.8,2346.4
2024-04-22,0.0562529411764705,2346.4,2342.1
2024-04-23,0.0795125,2342.1,2338.4
2024-04-24,0.1584833333333333,2338.4,2342.5
2024-04-25,0.13892,2342.5,2347.2
2024-04-26,0.0397,2347.2,2370.0
2024-04-29,-0.1254727272727273,2370.0,2313.4
2024-04-30,0.0118882352941176,2313.4,2321.5
2024-05-01,0.06535,2321.5,2320.0
2024-05-02,-0.0207166666666666,2320.0,2319.1
2024-05-03,0.3044615384615384,2319.1,2341.6
2024-05-06,0.2092076923076923,2341.6,2334.8
2024-05-07,0.1210142857142857,2334.8,2332.8
2024-05-08,-0.0462833333333333,2332.8,2350.9
2024-05-09,0.1982529411764705,2350.9,2385.6
2024-05-10,0.06243125,2385.6,2353.8
2024-05-13,0.0153866666666666,2353.8,2370.6
2024-05-14,0.0756076923076922,2370.6,2405.8
2024-05-15,-0.0025210526315789,2405.8,2396.4
2024-05-16,-0.0413571428571428,2396.4,2428.6
2024-05-17,0.1975157894736842,2428.6,2449.5
2024-05-20,0.0231857142857142,2449.5,2436.9
2024-05-21,0.0771,2436.9,2403.7
2024-05-22,-0.0198999999999999,2403.7,2348.2
2024-05-23,0.0502947368421052,2348.2,2345.4
2024-05-24,-0.0109363636363636,2345.4,2356.5
2024-05-27,0.1591,2356.5,2367.3
2024-05-28,0.1762916666666666,2367.3,2352.0
2024-05-29,-0.0689285714285714,2352.0,2366.5
2024-05-30,-0.04193125,2366.5,2345.8
2024-05-31,0.1359071428571428,2345.8,2369.3
2024-06-03,0.0896571428571428,2369.3,2347.4
2024-06-04,0.13664,2347.4,2375.5
2024-06-05,0.0720588235294117,2375.5,2390.9
2024-06-06,-0.0592166666666666,2390.9,2325.0
2024-06-07,0.0243307692307692,2325.0,2327.0
2024-06-10,0.0701076923076923,2327.0,2326.6
2024-06-11,0.0892363636363636,2326.6,2354.8
2024-06-12,0.1761428571428571,2354.8,2318.0
2024-06-13,0.0651266666666666,2318.0,2349.1
2024-06-14,0.0059687499999999,2349.1,2329.0
2024-06-17,-0.0317166666666666,2329.0,2346.9
2024-06-18,0.2300538461538461,2346.9,2339.05
2024-06-20,0.04472,2369.0,2331.2
2024-06-21,0.0120642857142857,2331.2,2344.4
2024-06-24,0.0637222222222222,2344.4,2330.8
2024-06-25,0.2062538461538461,2330.8,2313.2
2024-06-26,0.1177125,2313.2,2348.7
2024-06-27,-0.0797833333333333,2348.7,2350.9
2024-06-28,0.0236619047619047,2350.9,2350.8
2024-07-01,-0.0894583333333333,2350.8,2345.6
2024-07-02,-0.06624,2345.6,2381.9
2024-07-03,0.1257466666666666,2381.9,2379.05
2024-07-05,0.0206666666666666,2410.2,2376.2
2024-07-08,0.0967,2376.2,2380.5
2024-07-09,0.0816333333333333,2380.5,2392.5
2024-07-10,0.0168083333333333,2392.5,2434.9
2024-07-11,0.05266875,2434.9,2433.8
2024-07-12,-0.1319307692307692,2433.8,2442.1
2024-07-15,-0.0083933333333333,2442.1,2481.0
2024-07-16,0.0846117647058823,2481.0,2473.2
2024-07-17,0.1174807692307692,2473.2,2469.8
2024-07-18,0.14672,2469.8,2412.2
2024-07-19,0.0620099999999999,2412.2,2407.7
2024-07-22,-0.1182923076923076,2407.7,2420.2
2024-07-23,0.1429958333333333,2420.2,2428.7
2024-07-24,-0.076895652173913,2428.7,2366.1
2024-07-25,0.0037799999999999,2366.1,2393.7
2024-07-26,0.14714,2393.7,2390.7
2024-07-29,0.0906,2390.7,2428.4
2024-07-30,0.16595625,2428.4,2449.3
2024-07-31,0.079284,2449.3,2457.1
2024-08-01,0.182165,2457.1,2447.3
2024-08-02,0.0139722222222222,2447.3,2422.6
2024-08-05,0.1035454545454545,2422.6,2409.3
2024-08-06,-0.1155235294117647,2409.3,2410.3
2024-08-07,-0.0191291666666666,2410.3,2440.8
2024-08-08,0.2217941176470588,2440.8,2450.4
2024-08-09,0.0571916666666666,2450.4,2480.8
2024-08-12,-0.0972249999999999,2480.8,2484.9
2024-08-13,0.0161999999999999,2484.9,2457.1
2024-08-14,-0.1516266666666666,2457.1,2469.4
2024-08-15,0.0772866666666666,2469.4,2514.5
2024-08-16,-0.0707473684210526,2514.5,2518.1
2024-08-19,0.0626,2518.1,2527.4
2024-08-20,-0.0638624999999999,2527.4,2524.1
2024-08-21,0.0039142857142857,2524.1,2493.5
2024-08-22,-0.0549,2493.5,2522.6
2024-08-23,0.10175,2522.6,2531.4
2024-08-26,0.03973,2531.4,2529.3
2024-08-27,-0.0974692307692307,2529.3,2514.3
2024-08-28,-0.0092499999999999,2514.3,2547.7
2024-08-29,0.0013266666666666,2547.7,2516.0
2024-08-30,0.0586541666666666,2516.0,2515.2
2024-09-03,-0.0308416666666666,2511.4,2514.4
2024-09-04,-0.177,2514.4,2531.6
2024-09-05,-0.0414954545454545,2531.6,2513.2
2024-09-06,0.125515,2513.2,2521.3
2024-09-09,0.0312944444444444,2521.3,2531.6
2024-09-10,-0.03718125,2531.6,2530.9
2024-09-11,-0.0599954545454545,2530.9,2569.1
2024-09-12,0.1024478260869565,2569.1,2599.1
2024-09-13,0.017395,2599.1,2597.3
2024-09-16,-0.076468,2597.3,2580.8
2024-09-17,-0.1026863636363636,2580.8,2587.0
2024-09-18,-0.1426323529411764,2587.0,2602.9
2024-09-19,0.1115279999999999,2602.9,2634.6
2024-09-20,-0.0366058823529411,2634.6,2640.9
2024-09-23,0.1567941176470588,2640.9,2665.2
2024-09-24,0.0192285714285714,2665.2,2673.0
2024-09-25,0.1116611111111111,2673.0,2682.9
2024-09-26,0.1234173913043478,2682.9,2668.1
2024-09-27,0.1573944444444444,2668.1,2659.4
2024-09-30,0.08104,2659.4,2690.3
2024-10-01,-0.0166578947368421,2690.3,2690.3
